id,corp,stock_code,sector,main_product,listing_date,settlement_month,representative_name,homepage,region,rank,predicted_rank
567,풍산홀딩스,5810,"기타 금융업","동판제,대,관,봉,선,소전,동파이프 제조,도매,무역",1988-07-28,12월,"류진, 박우동",http://www.poongsan.co.kr,인천광역시,NULL,A+
568,플레이그램,9810,"기타 전문 도매업","유연성 산업용 포장재(FIBC) 제조 판매",1988-08-31,12월,김재욱,http://nk-ms.com,서울특별시,NULL,JB
569,하나투어,39130,"여행사 및 기타 여행보조 서비스업","일반여행알선,컴퓨터프로그램 개발,보급,통신판매",2011-11-01,12월,송미선,http://www.hanatour.com,서울특별시,NULL,JB
570,하이브,352820,"오디오물 출판 및 원판 녹음업","음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트",2020-10-15,12월,박지원,http://hybecorp.com,서울특별시,NULL,AA-
571,하이스틸,71090,"1차 철강 제조업","강관 제조,도매",2003-02-17,12월,엄정근,http://www.histeel.co.kr,충청남도,NULL,JB
572,한국공항,5430,"기타 운송관련 서비스업","항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업",1976-12-28,12월,이수근,http://www.kas.co.kr,서울특별시,NULL,JB
573,한국내화,10040,"내화, 비내화 요업제품 제조업","내화벽돌,내화몰탈,축로등 제조,판매",2000-10-16,12월,변성희,http://www.fskrc.co.kr,충청남도,NULL,JB
574,한국단자공업,25540,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전기변환장치(광커넥터,통신용콘넥터,정밀압착단자설계) 제조,무역(수출)",1996-10-16,12월,"이창원,이원준",http://www.ket.com,인천광역시,NULL,A+
575,한국무브넥스,10100,"자동차 신품 부품 제조업","자동차부품(제동,구동장치),프랜지(관이음쇠),철구조물,산업기계 제조",1987-10-02,12월,이현덕,http://www.koreamovenex.com,울산광역시,NULL,BBB
576,한국석유공업,4090,"기타 비금속 광물제품 제조업","석유류제품(솔벤트,부로운아스팔트,방수시트몰터프라스,메타놀,빙초산) 제조,도소매/부동산 임대",1977-06-25,12월,"강승모,김득보(각자 대표이사)",http://www.koreapetroleum.com,서울특별시,NULL,BBB
577,한국수출포장공업,2200,"골판지, 종이 상자 및 종이용기 제조업","골판지상자,골판지원지 제조,판매",1974-06-28,12월,"대표이사 회장 허용삼 대표이사 사장 허정훈(각자대표이사)",http://www.keppack.co.kr,서울특별시,NULL,JB
578,한국앤컴퍼니,240,"기타 금융업",비금융지주회사,1968-12-27,12월,"조현범, 안종선(각자 대표이사)",http://www.hankook-technologygroup.com,경기도,NULL,A+
579,한국전자홀딩스,6200,"기타 금융업","시장조사,경영컨설팅",1979-11-30,12월,"박 명 덕",http://www.kecholdings.co.kr,서울특별시,NULL,A-
580,한국카본,17960,"구조용 금속제품, 탱크 및 증기발생기 제조업","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매",1995-07-08,12월,"조문수, 이명화 공동대표이사",http://www.hcarbon.com,경상남도,NULL,A-
581,한국콜마홀딩스,24720,"기타 금융업","경영컨설팅,무역,과학및기술서비스업,도매",2002-04-09,12월,안병준,http://www.kolmarholdings.co.kr,세종특별자치시,NULL,A+
582,한국항공우주,47810,"항공기,우주선 및 부품 제조업","정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",2011-06-30,12월,강구영,http://www.koreaaero.com,경상남도,NULL,AA-
583,한국화장품,123690,"생활용품 도매업",화장품,2010-06-01,12월,이용준,http://www.ihkcos.co.kr,서울특별시,NULL,JB
584,한미글로벌,53690,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축 설계,감리/건축공사,토목공사,설비공사,전기공사,안전공사",2009-06-23,12월,"윤요현, 박서영",http://www.hanmiparsons.com,서울특별시,NULL,BBB
585,한미반도체,42700,"특수 목적용 기계 제조업","반도체 후공정장비,반도체금형 제조/부동산 매매,임대",2005-07-22,12월,곽동신,http://www.hanmisemi.com,인천광역시,NULL,A
586,한미사이언스,8930,"기타 금융업","항생제(세포탁심,세포트리악손),유산균정장제(메디락비타,메디락베베),위장관운동조절개선제(설프라이드),고혈압치료제(유니바스크),원료의약품,식품 제조,판매",1988-06-20,12월,송영숙,http://www.hanmiscience.co.kr,경기도,NULL,A+
587,한샘,9240,"생활용품 도매업","주방가구(씽크대),인테리어가구 판매,제조/주택신축판매",2002-07-16,12월,김진태(대표집행임원),http://www.hanssem.com,경기도,NULL,BBB
588,한섬,20000,"봉제의복 제조업","여성의류,금속 액세서리,신발,가방,선글라스 제조,판매",1996-07-03,12월,김민덕,http://www.handsome.co.kr,서울특별시,NULL,AA-
589,한세엠케이,69640,"섬유, 의복, 신발 및 가죽제품 소매업","케주얼웨어(BUCKAROO, TBJ 등)",2011-06-21,12월,"김동녕, 김지원, 임동환(각자 대표이사)",http://www.mktrend.co.kr,서울특별시,NULL,JB
590,한세예스24홀딩스,16450,"봉제의복 제조업","의류(니트) 제조,도소매,원단 제조,부동산 임대",2000-01-06,12월,"김동녕, 김석환(각자 대표이사)",http://www.hansaeyes24.com,서울특별시,NULL,A+
591,한솔로지스틱스,9180,"기타 운송관련 서비스업","지류펄프 보관창고 운영/화물취급,화물운송알선,물류컨설팅/종합쇼핑몰운영,통신판매,인터넷백화점",1989-11-13,12월,황규호,http://www.hansollogistics.com,서울특별시,NULL,JB
592,한솔제지,213500,"펄프, 종이 및 판지 제조업","인쇄용지, 산업용지, 특수지 제조 및 판매",2015-01-26,12월,한철규,http://www.hansolpaper.co.kr,서울특별시,NULL,A
593,한솔피엔에스,10420,"기타 전문 도매업","정보시스템구축 및 유지보수, 포장재제조 및 가공, 지류가공 및 판매",1989-05-31,12월,"강준석,김형준(각자대표)",http://www.hansolpns.com,서울특별시,NULL,JB
594,한솔홀딩스,4150,"기타 금융업","지주회사,경영자문컨설팅",1972-05-17,12월,이재희,http://www.hansol.com,서울특별시,NULL,A-
595,한신기계공업,11700,"일반 목적용 기계 제조업","공기압축기,공구류 제조,판매/오파",1987-07-24,12월,최영민,http://www.hanshin.co.kr,경기도,NULL,JB
596,한올바이오파마,9420,"의약품 제조업","의약품 제조,도매/부동산 임대",1989-12-18,12월,"정승원,박수진(공동대표이사)",http://www.hanall.co.kr,대전광역시,NULL,JB
597,한익스프레스,14130,"도로 화물 운송업","특수화물 운송(유류,화학류,벌크제품 등),냉동차,탱크로리운송,복합운송 주선,임대,택배/특장차,중기 제조,판매",1989-07-25,12월,"유인철, 이석환 (각자대표)",http://www.hanex.co.kr,경기도,NULL,JB
598,한일홀딩스,3300,"시멘트, 석회, 플라스터 및 그 제품 제조업",지주사업,1969-11-20,12월,"허기호, 박지훈",http://www.hanil.com,서울특별시,NULL,A+
599,한전KPS,51600,"전기 및 통신 공사업","일반전기공사,발전설비정비공사,점검,수리,엔지니어링",2007-12-14,12월,김홍연,http://www.kps.co.kr,전라남도,NULL,AA-
600,한전기술,52690,"건축기술, 엔지니어링 및 관련 기술 서비스업","원자력발전소 설계 등",2009-12-14,12월,김성암,http://www.kepco-enc.com,경상북도,NULL,A
601,한전산업,130660,"건축기술, 엔지니어링 및 관련 기술 서비스업","발전설비 운전·정비, 전기검침",2010-12-16,12월,김평환,http://www.kepid.co.kr,서울특별시,NULL,JB
602,한진중공업홀딩스,3480,"연료용 가스 제조 및 배관공급업",지주회사,1956-03-03,12월,"조남호, 조원국",http://www.hhic-holdings.com,경기도,NULL,BBB
603,한컴라이프케어,372910,"의료용 기기 제조업","공기호흡기, 방독면, 보호복 등",2021-08-17,12월,오병진,http://www.hancomlifecare.com,경기도,NULL,JB
604,한화오션,42660,"선박 및 보트 건조업","선박 제조",2001-02-02,12월,권혁웅,http://www.hanwhaocean.com/pub/main/index.do,경상남도,NULL,BBB
605,해성디에스,195870,"전자부품 제조업","반도체 패키지용 Substrate",2016-06-24,12월,조병학,http://www.haesungds.com,경상남도,NULL,A
606,현대리바트,79430,"가구 제조업","일반목재가구(책상,침실가구),주방가구,목창호,사무용가구,선실가구 제조",2005-11-22,12월,윤기철,http://www.hyundailivart.co.kr,경기도,NULL,A+
607,현대미포조선,10620,"선박 및 보트 건조업","선박수리,선박개조,선박신조",1983-12-20,12월,김형관,http://www.hmd.co.kr,울산광역시,NULL,AA-
608,현대지에프홀딩스,5440,"기타 금융업","백화점,여행알선,숙박,음식점/부동산 임대",1989-08-22,12월,"이진원 (단독 대표이사)",http://www.hyundaigreenfood.com,경기도,NULL,A+
609,현대코퍼레이션홀딩스,227840,"음·식료품 및 담배 도매업","브랜드사업, 육류유통",2015-10-23,12월,"정몽혁, 김원갑(각자대표이사)",http://www.hyundaicorpholdings.com,서울특별시,NULL,JB
610,현대퓨처넷,126560,"전기 통신업","디지털 사이니지, 기업 메시징 등",2010-12-23,12월,류성택,http://www.hyundaifuturenet.com,서울특별시,NULL,A
611,현대홈쇼핑,57050,"무점포 소매업","TV홈쇼핑 도소매/홈쇼핑프로그램 제작",2010-09-13,12월,"정교선, 임대규(각자 대표이사)",http://www.hmall.com,서울특별시,NULL,AA-
612,호전실업,111110,"봉제의복 제조업","스포츠웨어 및 아웃도어 웨어 OEM",2017-02-02,12월,"박용철 박진호",http://www.hojeon.com,서울특별시,NULL,JB
613,화성산업,2460,"건물 건설업","아파트 건설",1988-09-29,12월,"이종원,최진엽",http://www.hwasung.com,대구광역시,NULL,A
614,화승알앤에이,378850,"자동차 신품 부품 제조업","자동차용 고무제품",2021-03-15,12월,김형진,http://www.hsrna.com,경상남도,NULL,JB
615,화승엔터프라이즈,241590,"신발 및 신발 부분품 제조업",NULL,2016-10-04,12월,이계영,http://www.hsenterprise.co.kr,부산광역시,NULL,BBB
616,화승코퍼레이션,13520,"자동차 신품 부품 제조업","산업용 고무제품(호스시트,벨트,펜더 등) 제조, 판매",1991-02-22,12월,"허성룡,현지호",http://www.hscorp.com,부산광역시,NULL,A-
617,화천기공,850,"특수 목적용 기계 제조업","CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매",1999-11-18,12월,"각자대표이사 권영두, 권영렬",http://www.hwacheon.com,광주광역시,NULL,A-
618,환인제약,16580,"의약품 제조업","의약품(신경정신질환치료제,소화기관용약제,연고) 제조,도매",1996-07-03,12월,"이광식, 이원범(각자 대표이사)",http://www.whanin.co.kr,서울특별시,NULL,A
619,황금에스티,32560,"1차 비철금속 제조업","스테인레스 냉연, 열연",2009-10-29,12월,김종현,http://www.hwangkum.com,경기도,NULL,A-
620,효성,4800,"기타 금융업","스판덱스,합성원사,나일론,폴리에스터,타이어코드지,PET병,수지제품,중전기제품(변압기,차단기),사무용기계,컴퓨터 제조/건축공사",1973-06-30,12월,"Hyun-Joon Cho, Kyoo-Young Kim",http://www.hyosung.com,서울특별시,NULL,A
621,"효성 ITX",94280,"기타 사업지원 서비스업","컨택센터서비스, Cloud솔루션, CDN, 프로젝터판매",2007-10-25,12월,남경환,http://www.hyosungitx.com,서울특별시,NULL,JB
622,효성티앤씨,298020,"화학섬유 제조업","섬유, 산업자재, 화학, 중공업, 건설, 무역,금융 등",2018-07-13,12월,김치형,http://www.hyosungtnc.com,서울특별시,NULL,A
623,후성,93370,"기초 화학물질 제조업","불소화물 제조,도매",2006-12-22,12월,허국,http://www.foosungchem.com,경기도,NULL,A
624,휠라홀딩스,81660,"생활용품 도매업","스포츠의류,신발,가방,시계,골프장비,화장품,가죽제품(지갑,키홀더) 도매,수출입",2010-09-28,12월,윤근창,http://www.filaholdings.com/kr/main/index.asp,서울특별시,NULL,AA-
625,휴비스,79980,"화학섬유 제조업","합성섬유(폴리에스테르원사,원면),재생섬유,폴리에스텔 원사,원면,고상칩 제조,도소매",2012-02-23,12월,신유동,http://www.huvis.com,서울특별시,NULL,BBB
626,휴스틸,5010,"1차 철강 제조업","강관(배관용,구조용,유정용) 제조,도매",1973-06-29,12월,박훈,http://www.husteel.com,서울특별시,NULL,AA-
627,흥아해운,3280,"해상 운송업",외항화물운송업(케미컬탱커),1976-06-29,12월,이환구,http://www.heung-a.com,서울특별시,NULL,JB
